Title,Sol#,Department/Ind.Agency,Sub-Tier,Office,PostedDate,Type,ArchiveDate,SetASideCode,ResponseDeadLine,NaicsCode,PopState,PopZip,PopCountry
US Embassy Dakar Gardening and Landscaping Services,19SG2024R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAKAR,43:54.3,Presolicitation,12/31/2024,,2024-05-30T12:00:00-04:00,561730,SN-DK,,SEN
"N4008424R0074 INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD CONSTRUCTION FOR SMALL MAGNITUDE SIZE DESIGN-BID-BUILD (DBB) REQUIREMENTS (MINI MACC) FOR THE U.S. MARINE CORPS AIR STATION, IWAKUNI, JAPAN",N4008424R0074,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,15:44.0,Solicitation,3/30/2024,,2024-03-15T14:30:00+09:00,236220,,,JPN
"N4008424R0074 INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD CONSTRUCTION FOR SMALL MAGNITUDE SIZE DESIGN-BID-BUILD (DBB) REQUIREMENTS (MINI MACC) FOR THE U.S. MARINE CORPS AIR STATION, IWAKUNI, JAPAN",N4008424R0074,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,11:10.0,Solicitation,03-05-25,,2024-03-11T14:30:00+09:00,236220,,,JPN
19SG2024Q0006 Consolidated Internet Leased line for U.S. Embassy Dakar – Liaison Office in Bissau,19SG2024Q0006-SOL,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAKAR,04:06.4,Solicitation,12/31/2024,8A,2024-04-05T00:00:00-04:00,517,GW-BS,,GNB
Locally employed staff health insurance coverage,19AR2024R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BUENOS AIRES,55:03.5,Solicitation,12/31/2024,,2024-02-28T12:00:00-03:00,524114,AR-C,C1425GMN,ARG
19SG2024Q0006 Consolidated Internet Leased line for U.S. Embassy Dakar – Liaison Office in Bissau,19SG2024Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAKAR,03:50.2,Presolicitation,12/31/2024,8A,2024-04-08T00:00:00-04:00,517,GW-BS,,GNB
"INDEFINITE DELIVERY CONTRACT (IDC) GENERAL ARCHITECT-ENGINEERING (A-E) SERVICES CONTRACTS FOR MILITARY CONSTRUCTION FUNDED PROJECTS VALUED OVER $500K IN GERMANY, POLAND, CZECH REPUBLIC, BELGIUM, THE NETHERLANDS, LUXEMBOURG, NORWAY AND DENMARK",W912GB24R0018,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,03:08.4,Combined Synopsis/Solicitation,4/30/2024,,2024-04-15T15:00:00+02:00,541330,,,DEU
"INDEFINITE DELIVERY CONTRACT (IDC) GENERAL ARCHITECT-ENGINEERING SERVICES CONTRACTS FOR MILCON FUNDED PROJECTS UNDER $500K AS WELL AS NON-MILCON FUNDED PROJECTS IN GERMANY, POLAND, CZECH REPUBLIC, BELGIUM, THE NETHERLANDS, LUXEMBOURG, NORWAY AND DENMARK",W912GB24R0020,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,00:58.2,Combined Synopsis/Solicitation,4/30/2024,,2024-04-15T15:00:00+02:00,541330,,,DEU
Local Guard Services - Hong Kong,19AQMM24R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,40:30.8,Solicitation,2/21/2025,,2024-03-15T23:59:00-04:00,561612,N/A,,HKG
Locally employed staff health insurance coverage,19AR2024R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BUENOS AIRES,06:27.8,Solicitation,12/31/2024,,2024-02-28T12:00:00-03:00,524114,AR-C,C1425GMN,ARG
Fielded Training Services Support (FTSS) V MH-60R Training Systems Follow-On Support for Royal Saudi Naval Forces (RSNF) Contractor Operation and Maintenance Services (COMS) and Contractor Instructional Services (CIS),N6134023R0109,DEPT OF DEFENSE,DEPT OF THE NAVY,NAWC TRAINING SYSTEMS DIV,48:15.3,Solicitation,2/26/2025,,2024-03-12T15:30:00-05:00,541330,,,SAU
Perform Inspections and Tests for Electrical Distribution Systems at USAG Italy,W912PF24Q0078,DEPT OF DEFENSE,DEPT OF THE ARMY,0414 AQ HQ     CONTRACT AUG,14:15.8,Presolicitation,4/30/2025,,2025-04-15T12:00:00+02:00,541350,,,ITA
"N4008424R0074 INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD CONSTRUCTION FOR SMALL MAGNITUDE SIZE DESIGN-BID-BUILD (DBB) REQUIREMENTS (MINI MACC) FOR THE U.S. MARINE CORPS AIR STATION, IWAKUNI, JAPAN",N4008424R0074,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,32:46.2,Solicitation,2/26/2025,,2024-03-11T14:30:00+09:00,236220,,,JPN
"N4008424R0074 INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD CONSTRUCTION FOR SMALL MAGNITUDE SIZE DESIGN-BID-BUILD (DBB) REQUIREMENTS (MINI MACC) FOR THE U.S. MARINE CORPS AIR STATION, IWAKUNI, JAPAN",N4008424R0074,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,25:18.2,Solicitation,2/26/2025,,2024-03-11T14:30:00+09:00,236220,,,JPN
Mobile Telecommunications Services,19SP5024Q0007,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MADRID,45:25.7,Presolicitation,5/31/2025,,,517112,ES-MD,,ESP
"INDEFINITE DELIVERY CONTRACT (IDC) GENERAL ARCHITECT-ENGINEERING SERVICES CONTRACTS FOR MILCON FUNDED PROJECTS UNDER $500K AS WELL AS NON-MILCON FUNDED PROJECTS IN GERMANY, POLAND, CZECH REPUBLIC, BELGIUM, THE NETHERLANDS, LUXEMBOURG, NORWAY AND DENMARK",W912GB24R0020,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,41:12.3,Combined Synopsis/Solicitation,04-11-24,,2024-03-27T15:00:00+01:00,541330,,,DEU
"INDEFINITE DELIVERY CONTRACT (IDC) GENERAL ARCHITECT-ENGINEERING (A-E) SERVICES CONTRACTS FOR MILITARY CONSTRUCTION FUNDED PROJECTS VALUED OVER $500K IN GERMANY, POLAND, CZECH REPUBLIC, BELGIUM, THE NETHERLANDS, LUXEMBOURG, NORWAY AND DENMARK",W912GB24R0018,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,48:46.6,Combined Synopsis/Solicitation,04-11-24,,2024-03-27T15:00:00+01:00,541330,,,DEU
"SPE300-23-R-0007 Subsistence Prime Vendor Iraq, Jordan, Kuwait, and Syria",SPE30023R007,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,35:36.7,Solicitation,4/21/2025,,2024-04-21T15:00:00-04:00,311999,,,KWT
Tri-Base Area Construction Basic Ordering Agreement,FA558724R0003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,27:41.5,Solicitation,4/15/2029,,2029-02-07T12:00:00+00:00,236220,GB-SFK,,GBR
Indonesia - GMC Health Insurance Service for Local Employee Staffs,191D3224R0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,18:26.3,Solicitation,12/31/2024,,2024-03-01T16:00:00+07:00,52411,ID-JK,,IDN
"Health Insurance Services for the U.S. Embassy Riga, Latvia-19LG7524R0001",19LG7524R0001-Riga,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY RIGA,41:23.9,Solicitation,12/31/2024,,2024-02-21T14:00:00+02:00,524114,LV-RIX,1510,LVA
Local Guard Services - Hong Kong,19AQMM24R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,29:23.3,Solicitation,2/21/2025,,2024-02-29T23:59:00-05:00,561612,N/A,,HKG
19SG2024Q0006 Consolidated Internet Leased line for U.S. Embassy Dakar – Liaison Office in Bissau,19SG2024Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAKAR,32:49.9,Presolicitation,12/31/2024,8A,2024-04-08T00:00:00-04:00,517,GW-BS,,GNB
Indonesia - GMC Health Insurance Service for Local Employee Staffs,191D3224R0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,22:40.4,Solicitation,12/31/2024,,2024-03-01T16:00:00+07:00,52411,ID-JK,,IDN
Supply of Workwear,19UK5624Q0023,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY LONDON,13:13.8,Solicitation,3/30/2024,,2024-03-15T17:00:00+00:00,458110,,,GBR
Locally employed staff health insurance coverage,19AR2024R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BUENOS AIRES,21:15.1,Solicitation,12/31/2024,,2024-02-29T12:00:00-03:00,524114,AR-C,C1425GMN,ARG
Tri-Base Area Construction Basic Ordering Agreement,FA558724R0003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,25:34.6,Solicitation,4/15/2029,,2029-02-07T12:00:00+00:00,236220,GB-SFK,,GBR
"Health Insurance Services for the U.S. Embassy Riga, Latvia-19LG7524R0001",19LG7524R0001-Riga,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY RIGA,00:36.3,Solicitation,12/31/2024,,2024-02-21T14:00:00+02:00,524114,LV-RIX,1510,LVA
"N4008424R0074 INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD CONSTRUCTION FOR SMALL MAGNITUDE SIZE DESIGN-BID-BUILD (DBB) REQUIREMENTS (MINI MACC) FOR THE U.S. MARINE CORPS AIR STATION, IWAKUNI, JAPAN",N4008424R0074,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,11:19.2,Solicitation,02-08-25,,2024-03-11T14:30:00+09:00,236220,,,JPN
"N4008424R0074 INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD CONSTRUCTION FOR SMALL MAGNITUDE SIZE DESIGN-BID-BUILD (DBB) REQUIREMENTS (MINI MACC) FOR THE U.S. MARINE CORPS AIR STATION, IWAKUNI, JAPAN",N4008424R0074,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,45:20.5,Solicitation,02-08-25,,2024-03-11T14:30:00+09:00,236220,,,JPN
"Repair of DESSC NSN:2925-01-436-7325RK, NSN: 2925-01-631-2372RK",Post-Award-Synopsis,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA8117  AFSC  PZABA,09:33.8,Award Notice,02-07-25,,,336413,IL-Z,2306990,ISR
Tri-Base Area Construction Basic Ordering Agreement,FA558724R0003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,27:37.3,Solicitation,4/15/2029,,2029-02-07T12:00:00+00:00,236220,GB-SFK,,GBR
Tri-Base Area Construction Basic Ordering Agreement,FA558724R0003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,48:01.3,Solicitation,4/15/2029,,2029-02-07T12:00:00+00:00,236220,GB-SFK,,GBR
"Non-Complex Construction and Design Build Construction, Basic Ordering Agreement RAF Lakenheath, Suffolk",FA558723GXXXX,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,13:34.6,Sources Sought,4/15/2029,,2029-02-07T15:00:00+00:00,23,,,GBR
"AMENDMENT-2 - 19TZ2023Q0002 - US EMBASSY CELLPHONE SERVICES SOLICITATION, MINUTE MEETING AND Q&A",19TZ2023Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,19:12.5,Solicitation,7/30/2026,,2023-06-02T10:00:00+03:00,517112,All of Tanzania,,TZA
Service Apartment/Temporary Housing for US Embassy – JUSMAG,19RP3824Q0059,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,39:51.6,Solicitation,12/30/2024,,2024-02-16T10:00:00+08:00,721110,PH-00,,PHL
Indonesia - GMC Health Insurance Service for Local Employee Staffs,191D3224R0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,29:58.8,Solicitation,12/31/2024,,2024-02-15T04:00:00+07:00,52411,ID-JK,,IDN
"SPE605-24-R-0204 DLA Energy Posts, Camps & Stations (PC&S) Japan PP 1.8G",SPE605-24-R-0204,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,52:22.6,Combined Synopsis/Solicitation,05-01-29,,2024-03-11T22:00:00-04:00,324110,,,JPN
INDUSTRY DAY NOTICE FOR CFT ISR USMC USN IN AUS,N6264923R0088,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP FLT LOG CTR  YOKOSUKA,49:26.7,Special Notice,02-05-25,,2024-02-15T14:00:00+09:00,488190,,,AUS
SPE605-24-R-0204 - DLA ENERGY PC&S - FUEL PRODUCT - JAPAN 1.8G,SPE605-24-R-0204,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,27:48.2,Sale of Surplus Property,05-01-29,,2024-03-11T22:00:00-04:00,324110,,,JPN
"Notice of Procurement (NOP) for Indefinite Delivery Contracts for Multiple Architect-Engineer Services to Support Military Engineering Planning, Design, and Construction Services, Various Locations, Japan",W912HV24R0003,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SN ENDIST JAPAN,28:13.3,Presolicitation,3/15/2024,,2024-02-29T10:00:00+09:00,541330,JP-14,252-8511,JPN
Olopatadine HCL 0.1% Ophthalmic Solution,SPE2D222R0117,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,08:31.7,Award Notice,2/15/2028,,,325412,Canada,,CAN
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,28:21.2,Solicitation,1/18/2025,,2024-02-01T14:00:00-05:00,236220,,,GRC
"N4008424R0074 INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD CONSTRUCTION FOR SMALL MAGNITUDE SIZE DESIGN-BID-BUILD (DBB) REQUIREMENTS (MINI MACC) FOR THE U.S. MARINE CORPS AIR STATION, IWAKUNI, JAPAN",N4008424R0074,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,33:19.2,Solicitation,3/26/2024,,2024-03-11T14:30:00+09:00,236220,,,JPN
"N4008424R0074 INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD CONSTRUCTION FOR SMALL MAGNITUDE SIZE DESIGN-BID-BUILD (DBB) REQUIREMENTS (MINI MACC) FOR THE U.S. MARINE CORPS AIR STATION, IWAKUNI, JAPAN",N4008424R0074,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,57:34.4,Solicitation,3/26/2024,,2024-03-11T14:30:00+09:00,236220,,,JPN
"N4008424R0074 INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD CONSTRUCTION FOR SMALL MAGNITUDE SIZE DESIGN-BID-BUILD (DBB) REQUIREMENTS (MINI MACC) FOR THE U.S. MARINE CORPS AIR STATION, IWAKUNI, JAPAN",N4008424R0074,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,48:22.9,Solicitation,3/26/2024,,2024-03-11T14:30:00+09:00,236220,,,JPN
Janitorial Services for U.S. Consulate General Osaka-Kobe,19JA8024R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY TOKYO,07:19.2,Presolicitation,12/31/2024,,,561720,JP-27,,JPN
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,30:12.6,Solicitation,1/18/2025,,2024-02-01T14:00:00-05:00,236220,,,GRC
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,26:52.3,Solicitation,1/18/2025,,2024-02-01T14:00:00-05:00,236220,,,GRC
Local Guard Services - Hong Kong,19AQMM24R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,05:42.5,Solicitation,2/21/2025,,2024-02-21T10:00:00-05:00,561612,N/A,,HKG
Fielded Training Systems Support (FTSS) MH-60R Training Systems Follow-On Support for Royal Saudi Naval Forces (RSNF) Contractor Operation and Maintenance Services (COMS) and Contractor Instructional Services (CIS),N6134023R0109,DEPT OF DEFENSE,DEPT OF THE NAVY,NAWC TRAINING SYSTEMS DIV,19:52.0,Solicitation,3/15/2024,,2024-02-29T15:30:00-05:00,541330,,,SAU
"MAINTENANCE AND REPAIR SERVICES OF HANGAR DOOR SYSTEMS AT YOKOSE LCAC FACILITY, CFAS, JAPAN",N4008424B6300,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,33:30.8,Solicitation,1/15/2025,,2024-01-25T10:00:00+09:00,238290,JP-42,96322,JPN
"MAINTENANCE AND REPAIR SERVICES OF HANGAR DOOR SYSTEMS AT YOKOSE LCAC FACILITY, CFAS, JAPAN",N4008424B6300,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,28:09.8,Solicitation,01-03-25,,2024-01-25T10:00:00+09:00,238290,JP-42,96322,JPN
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,34:36.5,Solicitation,12/13/2024,,2024-01-25T14:00:00-05:00,236220,,,GRC
MSG Cook Services,19DA2024Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY COPENHAGEN,51:42.3,Solicitation,12/31/2024,,2024-01-16T10:00:00+01:00,722310,,2100,DNK
"Health Insurance Services for the U.S. Embassy Riga, Latvia-19LG7524R0001",19LG7524R0001-Riga,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY RIGA,01:28.1,Solicitation,12/31/2024,,2024-02-21T14:00:00+02:00,524114,LV-RIX,1510,LVA
"MAINTENANCE AND REPAIR SERVICES OF HANGAR DOOR SYSTEMS AT YOKOSE LCAC FACILITY, CFAS, JAPAN",N4008424B6300,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,09:37.7,Solicitation,01-03-25,,2024-01-25T10:00:00+09:00,238290,JP-42,96322,JPN
"MAINTENANCE AND REPAIR SERVICES OF HANGAR DOOR SYSTEMS AT YOKOSE LCAC FACILITY, CFAS, JAPAN",N4008424B6300,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,58:32.3,Solicitation,12/27/2024,,2024-01-25T10:00:00+09:00,238290,JP-42,96322,JPN
USAID Bureau for Europe and Eurasia (E&E) - Award Notice for Cybersecurity Protection and Response (CPR),GS-35F-110DA_7200AA24M00002,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID M/OAA,28:13.7,Award Notice,1/13/2025,,,54151,,,ALB
Local Guard Services - Hong Kong,19AQMM24R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,53:16.6,Solicitation,2/21/2025,,2024-02-21T10:00:00-05:00,561612,N/A,,HKG
Locally employed staff health insurance coverage,19AR2024R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BUENOS AIRES,42:19.1,Solicitation,12/31/2024,,2024-02-15T12:00:00-03:00,524114,AR-C,C1425GMN,ARG
Locally employed staff health insurance coverage,19AR2024R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BUENOS AIRES,49:37.8,Presolicitation,12/31/2024,,,524114,AR-C,C1425GMN,ARG
"MAINTENANCE AND REPAIR SERVICES OF HANGAR DOOR SYSTEMS AT YOKOSE LCAC FACILITY, CFAS, JAPAN",N4008424B6300,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,59:24.9,Solicitation,12/27/2024,,2024-01-25T10:00:00+09:00,238290,JP-42,96322,JPN
PIN GROOVE,N0040624Q0204,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP FLT LOG CTR PUGET SOUND,13:52.2,Solicitation,1/13/2025,SBA,2024-12-29T15:00:00-08:00,332722,,,JPN
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,40:54.1,Solicitation,12/13/2024,,2024-01-18T14:00:00-05:00,236220,,,GRC
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,10:34.1,Solicitation,12/13/2024,,2024-01-18T14:00:00-05:00,236220,,,GRC
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,08:23.8,Solicitation,12/13/2024,,2024-01-18T14:00:00-05:00,236220,,,GRC
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,01:24.4,Solicitation,12/13/2024,,2024-01-18T14:00:00-05:00,236220,,,GRC
Air Quality Assessment for LAX Phase 4,6913G624Q300010,"TRANSPORTATION, DEPARTMENT OF",OFFICE OF THE SECRETARY,6913G6 VOLPE NATL. TRANS. SYS CNTR,25:20.8,Presolicitation,01-12-25,,2024-12-28T17:00:00-05:00,541620,,,DEU
MSG Cook Services,19DA2024Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY COPENHAGEN,49:52.6,Solicitation,12/31/2024,,2024-01-16T10:00:00+01:00,722310,,2100,DNK
Indonesia - GMC Health Insurance Service for Local Employee Staffs,191D3224R0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,39:14.2,Solicitation,12/31/2024,,2024-01-31T16:00:00-05:00,52411,ID-JK,,IDN
PUMP SUBASSEMBLY,N6275832997487,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP FLT LOG CTR PUGET SOUND,42:06.4,Presolicitation,01-06-25,,2024-12-22T15:00:00-08:00,333996,,,JPN
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,35:11.5,Solicitation,12/13/2024,,2024-01-18T14:00:00-05:00,236220,,,GRC
Local Guard Services - Hong Kong,19AQMM24R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,51:57.2,Presolicitation,2/24/2025,,2024-02-21T10:00:00-05:00,561612,N/A,,HKG
"MAINTENANCE AND REPAIR SERVICES OF HANGAR DOOR SYSTEMS AT YOKOSE LCAC, CFAS JAPAN",N4008424B6300,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,32:00.6,Solicitation,02-09-24,,2024-01-25T10:00:00+09:00,238290,JP-42,96322,JPN
"Notice of Procurement (NOP) for Indefinite Delivery Contracts for Multiple Architect-Engineer Services to Support Military Engineering Planning, Design, and Construction Services, Various Locations, Japan",W912HV24R0003,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SN ENDIST JAPAN,41:30.5,Presolicitation,03-01-24,,2024-02-15T10:00:00+09:00,541330,JP-14,252-8511,JPN
MSG Cook Services,19DA2024Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY COPENHAGEN,36:46.5,Presolicitation,12/31/2024,,,722310,,2100,DNK
GARDENING SERVICES FOR U.S. EMBASSY PHILIPPINES,19RP3824Q0019,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,38:12.9,Presolicitation,12/31/2025,,,561730,,1000,PHL
"Tegucigalpa, Honduras - Janitorial Services for the New Embassy Compound",19H08023Q0027,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY VALLETTA,02:25.2,Solicitation,6/30/2024,,2023-12-13T10:00:00-06:00,561720,HN-FM,,HND
Maintenance and Repair of Shop Support Equipment,W912PB24R302600001,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,35:56.3,Solicitation,12/28/2024,,2024-12-13T17:00:00+01:00,811310,DE-BY,9114,DEU
"Tegucigalpa, Honduras - Janitorial Services for the New Embassy Compound",19H08023Q0027,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY VALLETTA,55:11.0,Solicitation,6/30/2024,,2023-11-24T10:00:00-06:00,561720,HN-FM,,HND
"Army Family Housing (AFH) and Government Leased Housing (LH) Maintenance and Repair Services for USAG - Italy, Vicenza",W912PF24D0008,DEPT OF DEFENSE,DEPT OF THE ARMY,0414 AQ HQ     CONTRACT AUG,42:46.7,Award Notice,11/15/2025,,,561210,,9630,ITA
Government Owned Contractor Operated Services in Germany and Italy,SPE60323R0510,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,31:59.0,Solicitation,1/30/2024,,2023-12-01T15:00:00-05:00,493190,,,DEU
"P903 Joint Mobility Processing Center at NSA Souda Bay, Greece",N6247023R0009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,50:13.1,Solicitation,02-02-24,,2024-01-18T14:00:00-05:00,236220,,,GRC
Locally employed staff health insurance coverage,19AR2024R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BUENOS AIRES,13:02.7,Presolicitation,12/31/2023,,,524114,AR-C,C1425GMN,ARG
Western Pacific (WESTPAC) Bulk Petroleum Products Program,SPE60223R0706,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,01:14.5,Justification,12/14/2023,,,324110,,,QAT
Clindamycin Phosphate - Benzoyl Peroxide Gel,SPE2D223R0012,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,36:19.6,Award Notice,11/30/2029,,,325412,IL-JM,8050315,ISR
"Tegucigalpa, Honduras - Janitorial Services for the New Embassy Compound",19H08023Q0027,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY VALLETTA,31:09.3,Solicitation,6/30/2024,,2023-11-24T10:00:00-06:00,561720,HN-FM,,HND
VEHICLE MAINTENANCE AND REPAIR SERVICES,N4008424R6301,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,45:45.1,Sources Sought,11/28/2023,,2023-11-13T10:00:00+09:00,811121,,96322,JPN
"Tegucigalpa, Honduras - Janitorial Services for the New Embassy Compound",19H08023Q0027,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY VALLETTA,34:51.9,Solicitation,6/30/2024,,2023-11-24T10:00:00-06:00,561720,HN-FM,,HND
